pattern,strategy,turn,player_action,intent_type,joy_before,trust_before,fear_before,surprise_before,sadness_before,disgust_before,anger_before,anticipation_before,valence_before,arousal_before,dominant_emotion_before,selected_behavior,behavior_type,base_priority,emotional_modifier,effective_priority,priority_override,joy_after,trust_after,fear_after,surprise_after,sadness_after,disgust_after,anger_after,anticipation_after,valence_after,arousal_after,dominant_emotion_after
Erratic Player,fixed_priority,2,Player asks random question (turn 2),Query,0.000,0.000,0.000,-0.180,0.000,0.000,-0.000,0.180,0.026,0.045,anticipation,CautiousBehavior,emotional,40,0,40,false,0.000,0.000,-0.050,-0.280,0.000,0.000,0.050,0.280,0.040,0.082,anticipation
Erratic Player,fixed_priority,3,Player waves awkwardly (turn 3),Greeting,0.150,0.100,-0.045,-0.252,-0.150,-0.100,0.045,0.252,0.107,0.137,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.250,0.250,-0.045,-0.252,-0.250,-0.250,0.045,0.252,0.179,0.199,anticipation
Erratic Player,fixed_priority,4,Player compliments NPC (turn 4),Friendly,0.375,0.325,-0.040,-0.227,-0.375,-0.325,0.040,0.227,0.232,0.242,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.475,0.475,-0.040,-0.227,-0.475,-0.475,0.040,0.227,0.304,0.304,disgust
Erratic Player,fixed_priority,5,Player insults NPC (turn 5),Hostile,0.427,0.427,0.064,-0.204,-0.427,-0.427,-0.064,0.204,0.273,0.281,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.427,0.427,-0.036,-0.404,-0.427,-0.427,0.036,0.404,0.302,0.324,disgust
Erratic Player,fixed_priority,6,Player asks random question (turn 6),Query,0.385,0.385,-0.033,-0.364,-0.385,-0.385,0.033,0.364,0.272,0.292,disgust,CautiousBehavior,emotional,40,0,40,false,0.385,0.385,-0.083,-0.464,-0.385,-0.385,0.083,0.464,0.286,0.329,anticipation
Erratic Player,fixed_priority,7,Player waves awkwardly (turn 7),Greeting,0.496,0.446,-0.075,-0.417,-0.496,-0.446,0.075,0.417,0.329,0.359,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.596,0.596,-0.075,-0.417,-0.596,-0.596,0.075,0.417,0.400,0.421,disgust
Erratic Player,fixed_priority,8,Player compliments NPC (turn 8),Friendly,0.687,0.637,-0.067,-0.376,-0.687,-0.637,0.067,0.376,0.432,0.441,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.787,0.787,-0.067,-0.376,-0.787,-0.787,0.067,0.376,0.503,0.504,disgust
Erratic Player,fixed_priority,9,Player insults NPC (turn 9),Hostile,0.708,0.708,0.040,-0.338,-0.708,-0.708,-0.040,0.338,0.453,0.448,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.708,0.708,-0.060,-0.538,-0.708,-0.708,0.060,0.538,0.481,0.504,disgust
Erratic Player,fixed_priority,10,Player asks random question (turn 10),Query,0.637,0.637,-0.054,-0.484,-0.637,-0.637,0.054,0.484,0.433,0.453,disgust,CautiousBehavior,emotional,40,0,40,false,0.637,0.637,-0.104,-0.584,-0.637,-0.637,0.104,0.584,0.448,0.491,disgust
Erratic Player,fixed_priority,11,Player waves awkwardly (turn 11),Greeting,0.723,0.673,-0.094,-0.526,-0.723,-0.673,0.094,0.526,0.474,0.504,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.823,0.823,-0.094,-0.526,-0.823,-0.823,0.094,0.526,0.546,0.567,disgust
Erratic Player,fixed_priority,12,Player compliments NPC (turn 12),Friendly,0.891,0.841,-0.085,-0.473,-0.891,-0.841,0.085,0.473,0.563,0.572,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.991,0.991,-0.085,-0.473,-0.991,-0.991,0.085,0.473,0.634,0.635,disgust
Erratic Player,fixed_priority,13,Player insults NPC (turn 13),Hostile,0.892,0.892,0.024,-0.426,-0.892,-0.892,-0.024,0.426,0.571,0.558,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.892,0.892,-0.076,-0.626,-0.892,-0.892,0.076,0.626,0.599,0.621,disgust
Erratic Player,fixed_priority,14,Player asks random question (turn 14),Query,0.803,0.803,-0.068,-0.563,-0.803,-0.803,0.068,0.563,0.539,0.559,disgust,CautiousBehavior,emotional,40,0,40,false,0.803,0.803,-0.118,-0.663,-0.803,-0.803,0.118,0.663,0.554,0.597,disgust
Erratic Player,fixed_priority,15,Player waves awkwardly (turn 15),Greeting,0.873,0.823,-0.107,-0.597,-0.873,-0.823,0.107,0.597,0.570,0.600,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.973,0.973,-0.107,-0.597,-0.973,-0.973,0.107,0.597,0.641,0.662,disgust
Erratic Player,fixed_priority,16,Player compliments NPC (turn 16),Friendly,1.000,0.975,-0.096,-0.537,-1.000,-0.975,0.096,0.537,0.641,0.652,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,-0.096,-0.537,-1.000,-1.000,0.096,0.537,0.648,0.658,disgust
Erratic Player,fixed_priority,17,Player insults NPC (turn 17),Hostile,0.900,0.900,0.014,-0.484,-0.900,-0.900,-0.014,0.484,0.583,0.574,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,-0.086,-0.684,-0.900,-0.900,0.086,0.684,0.612,0.642,disgust
Erratic Player,fixed_priority,18,Player asks random question (turn 18),Query,0.810,0.810,-0.078,-0.615,-0.810,-0.810,0.078,0.615,0.551,0.578,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,-0.128,-0.715,-0.810,-0.810,0.128,0.715,0.565,0.616,disgust
Erratic Player,fixed_priority,19,Player waves awkwardly (turn 19),Greeting,0.879,0.829,-0.115,-0.644,-0.879,-0.829,0.115,0.644,0.580,0.617,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.979,0.979,-0.115,-0.644,-0.979,-0.979,0.115,0.644,0.651,0.679,disgust
Erratic Player,fixed_priority,20,Player compliments NPC (turn 20),Friendly,1.000,0.981,-0.103,-0.579,-1.000,-0.981,0.103,0.579,0.649,0.666,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,-0.103,-0.579,-1.000,-1.000,0.103,0.579,0.654,0.671,disgust
Erratic Player,fixed_priority,21,Player insults NPC (turn 21),Hostile,0.900,0.900,0.007,-0.521,-0.900,-0.900,-0.007,0.521,0.589,0.582,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,-0.093,-0.721,-0.900,-0.900,0.093,0.721,0.617,0.654,disgust
Erratic Player,fixed_priority,22,Player asks random question (turn 22),Query,0.810,0.810,-0.084,-0.649,-0.810,-0.810,0.084,0.649,0.556,0.588,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,-0.134,-0.749,-0.810,-0.810,0.134,0.749,0.570,0.626,disgust
Erratic Player,fixed_priority,23,Player waves awkwardly (turn 23),Greeting,0.879,0.829,-0.120,-0.674,-0.879,-0.829,0.120,0.674,0.584,0.626,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.979,0.979,-0.120,-0.674,-0.979,-0.979,0.120,0.674,0.656,0.688,disgust
Erratic Player,fixed_priority,24,Player compliments NPC (turn 24),Friendly,1.000,0.981,-0.108,-0.607,-1.000,-0.981,0.108,0.607,0.653,0.674,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,-0.108,-0.607,-1.000,-1.000,0.108,0.607,0.658,0.679,disgust
Erratic Player,fixed_priority,25,Player insults NPC (turn 25),Hostile,0.900,0.900,0.002,-0.546,-0.900,-0.900,-0.002,0.546,0.592,0.587,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,-0.098,-0.746,-0.900,-0.900,0.098,0.746,0.621,0.661,disgust
Erratic Player,fixed_priority,26,Player asks random question (turn 26),Query,0.810,0.810,-0.088,-0.672,-0.810,-0.810,0.088,0.672,0.559,0.595,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,-0.138,-0.772,-0.810,-0.810,0.138,0.772,0.573,0.632,disgust
Erratic Player,fixed_priority,27,Player waves awkwardly (turn 27),Greeting,0.879,0.829,-0.124,-0.694,-0.879,-0.829,0.124,0.694,0.587,0.632,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.979,0.979,-0.124,-0.694,-0.979,-0.979,0.124,0.694,0.659,0.694,disgust
Erratic Player,fixed_priority,28,Player compliments NPC (turn 28),Friendly,1.000,0.981,-0.112,-0.625,-1.000,-0.981,0.112,0.625,0.655,0.679,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,-0.112,-0.625,-1.000,-1.000,0.112,0.625,0.661,0.684,disgust
Erratic Player,fixed_priority,29,Player insults NPC (turn 29),Hostile,0.900,0.900,-0.000,-0.562,-0.900,-0.900,0.000,0.562,0.595,0.591,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.900,0.900,-0.100,-0.762,-0.900,-0.900,0.100,0.762,0.623,0.666,disgust
Erratic Player,fixed_priority,30,Player asks random question (turn 30),Query,0.810,0.810,-0.090,-0.686,-0.810,-0.810,0.090,0.686,0.561,0.599,disgust,CautiousBehavior,emotional,40,0,40,false,0.810,0.810,-0.140,-0.786,-0.810,-0.810,0.140,0.786,0.575,0.637,disgust
Erratic Player,random_selection,1,Player insults NPC (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.200,0.000,0.000,-0.000,0.200,0.029,0.050,anticipation
Erratic Player,random_selection,2,Player asks random question (turn 2),Query,0.000,0.000,0.000,-0.180,0.000,0.000,-0.000,0.180,0.026,0.045,anticipation,CautiousBehavior,emotional,40,0,40,false,0.000,0.000,-0.050,-0.280,0.000,0.000,0.050,0.280,0.040,0.082,anticipation
Erratic Player,random_selection,3,Player waves awkwardly (turn 3),Greeting,0.150,0.100,-0.045,-0.252,-0.150,-0.100,0.045,0.252,0.107,0.137,anticipation,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.150,0.100,-0.045,-0.252,-0.150,-0.100,0.045,0.252,0.107,0.137,anticipation
Erratic Player,random_selection,4,Player compliments NPC (turn 4),Friendly,0.285,0.190,-0.040,-0.227,-0.285,-0.190,0.040,0.227,0.168,0.186,sadness,JoyfulBehavior,emotional,50,0,50,false,0.335,0.290,-0.040,-0.227,-0.335,-0.290,0.040,0.227,0.211,0.223,sadness
Erratic Player,random_selection,5,Player insults NPC (turn 5),Hostile,0.302,0.261,0.064,-0.204,-0.302,-0.261,-0.064,0.204,0.190,0.208,sadness,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.302,0.261,-0.036,-0.404,-0.302,-0.261,0.036,0.404,0.218,0.251,anticipation
Erratic Player,random_selection,6,Player asks random question (turn 6),Query,0.271,0.235,-0.033,-0.364,-0.271,-0.235,0.033,0.364,0.197,0.226,anticipation,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.271,0.235,-0.033,-0.364,-0.271,-0.235,0.033,0.364,0.197,0.226,anticipation
Erratic Player,random_selection,7,Player waves awkwardly (turn 7),Greeting,0.394,0.311,-0.030,-0.327,-0.394,-0.311,0.030,0.327,0.248,0.266,sadness,NeutralGreetingBehavior,neutral,20,0,20,false,0.394,0.311,-0.030,-0.327,-0.394,-0.311,0.030,0.327,0.248,0.266,sadness
Erratic Player,random_selection,8,Player compliments NPC (turn 8),Friendly,0.505,0.380,-0.027,-0.295,-0.505,-0.380,0.027,0.295,0.295,0.302,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.505,0.380,-0.027,-0.295,-0.505,-0.380,0.027,0.295,0.295,0.302,sadness
Erratic Player,random_selection,9,Player insults NPC (turn 9),Hostile,0.454,0.342,0.076,-0.265,-0.454,-0.342,-0.076,0.265,0.265,0.284,sadness,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.454,0.342,-0.024,-0.465,-0.454,-0.342,0.024,0.465,0.294,0.321,anticipation
Erratic Player,random_selection,10,Player asks random question (turn 10),Query,0.409,0.308,-0.022,-0.419,-0.409,-0.308,0.022,0.419,0.265,0.289,anticipation,CautiousBehavior,emotional,40,0,40,false,0.409,0.308,-0.072,-0.519,-0.409,-0.308,0.072,0.519,0.279,0.327,anticipation
Erratic Player,random_selection,11,Player waves awkwardly (turn 11),Greeting,0.518,0.377,-0.064,-0.467,-0.518,-0.377,0.064,0.467,0.322,0.357,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.618,0.527,-0.064,-0.467,-0.618,-0.527,0.064,0.467,0.394,0.419,sadness
Erratic Player,random_selection,12,Player compliments NPC (turn 12),Friendly,0.706,0.574,-0.058,-0.420,-0.706,-0.574,0.058,0.420,0.426,0.440,sadness,JoyfulBehavior,emotional,50,0,50,false,0.756,0.674,-0.058,-0.420,-0.756,-0.674,0.058,0.420,0.469,0.477,sadness
Erratic Player,random_selection,13,Player insults NPC (turn 13),Hostile,0.681,0.607,0.048,-0.378,-0.681,-0.607,-0.048,0.378,0.422,0.428,sadness,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.681,0.607,-0.052,-0.578,-0.681,-0.607,0.052,0.578,0.450,0.479,sadness
Erratic Player,random_selection,14,Player asks random question (turn 14),Query,0.613,0.546,-0.047,-0.520,-0.613,-0.546,0.047,0.520,0.405,0.432,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.613,0.546,-0.047,-0.520,-0.613,-0.546,0.047,0.520,0.405,0.432,sadness
Erratic Player,random_selection,15,Player waves awkwardly (turn 15),Greeting,0.701,0.592,-0.042,-0.468,-0.701,-0.592,0.042,0.468,0.436,0.451,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.701,0.592,-0.042,-0.468,-0.701,-0.592,0.042,0.468,0.436,0.451,sadness
Erratic Player,random_selection,16,Player compliments NPC (turn 16),Friendly,0.781,0.633,-0.038,-0.421,-0.781,-0.633,0.038,0.421,0.464,0.468,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.781,0.633,-0.038,-0.421,-0.781,-0.633,0.038,0.421,0.464,0.468,sadness
Erratic Player,random_selection,17,Player insults NPC (turn 17),Hostile,0.703,0.569,0.066,-0.379,-0.703,-0.569,-0.066,0.379,0.418,0.429,sadness,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.703,0.569,-0.034,-0.579,-0.703,-0.569,0.034,0.579,0.446,0.471,sadness
Erratic Player,random_selection,18,Player asks random question (turn 18),Query,0.633,0.512,-0.031,-0.521,-0.633,-0.512,0.031,0.521,0.402,0.424,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.633,0.512,-0.031,-0.521,-0.633,-0.512,0.031,0.521,0.402,0.424,sadness
Erratic Player,random_selection,19,Player waves awkwardly (turn 19),Greeting,0.719,0.561,-0.028,-0.469,-0.719,-0.561,0.028,0.469,0.433,0.444,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.819,0.711,-0.028,-0.469,-0.819,-0.711,0.028,0.469,0.504,0.507,sadness
Erratic Player,random_selection,20,Player compliments NPC (turn 20),Friendly,0.888,0.740,-0.025,-0.422,-0.888,-0.740,0.025,0.422,0.525,0.519,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.988,0.890,-0.025,-0.422,-0.988,-0.890,0.025,0.422,0.597,0.581,sadness
Erratic Player,random_selection,21,Player insults NPC (turn 21),Hostile,0.889,0.801,0.078,-0.380,-0.889,-0.801,-0.078,0.380,0.537,0.537,sadness,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.889,0.801,-0.022,-0.580,-0.889,-0.801,0.022,0.580,0.566,0.573,sadness
Erratic Player,random_selection,22,Player asks random question (turn 22),Query,0.800,0.721,-0.020,-0.522,-0.800,-0.721,0.020,0.522,0.509,0.516,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.800,0.721,-0.020,-0.522,-0.800,-0.721,0.020,0.522,0.509,0.516,sadness
Erratic Player,random_selection,23,Player waves awkwardly (turn 23),Greeting,0.870,0.749,-0.018,-0.470,-0.870,-0.749,0.018,0.470,0.530,0.527,sadness,JoyfulBehavior,emotional,50,0,50,false,0.920,0.849,-0.018,-0.470,-0.920,-0.849,0.018,0.470,0.572,0.564,sadness
Erratic Player,random_selection,24,Player compliments NPC (turn 24),Friendly,0.978,0.864,-0.016,-0.423,-0.978,-0.864,0.016,0.423,0.587,0.570,sadness,JoyfulBehavior,emotional,50,0,50,false,1.000,0.964,-0.016,-0.423,-1.000,-0.964,0.016,0.423,0.622,0.601,sadness
Erratic Player,random_selection,25,Player insults NPC (turn 25),Hostile,0.900,0.868,0.085,-0.381,-0.900,-0.868,-0.085,0.381,0.559,0.558,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.900,0.868,0.085,-0.381,-0.900,-0.868,-0.085,0.381,0.559,0.558,sadness
Erratic Player,random_selection,26,Player asks random question (turn 26),Query,0.810,0.781,0.077,-0.343,-0.810,-0.781,-0.077,0.343,0.503,0.503,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.810,0.781,0.077,-0.343,-0.810,-0.781,-0.077,0.343,0.503,0.503,sadness
Erratic Player,random_selection,27,Player waves awkwardly (turn 27),Greeting,0.879,0.803,0.069,-0.308,-0.879,-0.803,-0.069,0.308,0.525,0.515,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.879,0.803,0.069,-0.308,-0.879,-0.803,-0.069,0.308,0.525,0.515,sadness
Erratic Player,random_selection,28,Player compliments NPC (turn 28),Friendly,0.941,0.822,0.062,-0.277,-0.941,-0.822,-0.062,0.277,0.544,0.526,sadness,JoyfulBehavior,emotional,50,0,50,false,0.991,0.922,0.062,-0.277,-0.991,-0.922,-0.062,0.277,0.586,0.563,sadness
Erratic Player,random_selection,29,Player insults NPC (turn 29),Hostile,0.892,0.830,0.156,-0.250,-0.892,-0.830,-0.156,0.250,0.528,0.532,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.892,0.830,0.156,-0.250,-0.892,-0.830,-0.156,0.250,0.528,0.532,sadness
Erratic Player,random_selection,30,Player asks random question (turn 30),Query,0.803,0.747,0.140,-0.225,-0.803,-0.747,-0.140,0.225,0.475,0.479,sadness,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.803,0.747,0.140,-0.225,-0.803,-0.747,-0.140,0.225,0.475,0.479,sadness
Manipulative,emotion_modulated,1,Player flatters NPC excessively (turn 1),Friendly,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.150,0.100,0.000,0.000,-0.150,-0.100,0.000,0.000,0.071,0.062,sadness
Manipulative,emotion_modulated,2,Player flatters NPC excessively (turn 2),Friendly,0.285,0.190,0.000,0.000,-0.285,-0.190,0.000,0.000,0.136,0.119,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.285,0.190,0.000,0.000,-0.285,-0.190,0.000,0.000,0.136,0.119,sadness
Manipulative,emotion_modulated,3,Player flatters NPC excessively (turn 3),Friendly,0.407,0.271,0.000,0.000,-0.407,-0.271,0.000,0.000,0.194,0.169,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.407,0.271,0.000,0.000,-0.407,-0.271,0.000,0.000,0.194,0.169,sadness
Manipulative,emotion_modulated,4,Player flatters NPC excessively (turn 4),Friendly,0.516,0.344,0.000,0.000,-0.516,-0.344,0.000,0.000,0.246,0.215,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.516,0.344,0.000,0.000,-0.516,-0.344,0.000,0.000,0.246,0.215,sadness
Manipulative,emotion_modulated,5,Player flatters NPC excessively (turn 5),Friendly,0.614,0.410,0.000,0.000,-0.614,-0.410,0.000,0.000,0.293,0.256,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.614,0.410,0.000,0.000,-0.614,-0.410,0.000,0.000,0.293,0.256,sadness
Manipulative,emotion_modulated,6,Player flatters NPC excessively (turn 6),Friendly,0.703,0.469,0.000,0.000,-0.703,-0.469,0.000,0.000,0.335,0.293,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.803,0.619,0.000,0.000,-0.803,-0.619,0.000,0.000,0.406,0.355,sadness
Manipulative,emotion_modulated,7,Player flatters NPC excessively (turn 7),Friendly,0.873,0.657,0.000,0.000,-0.873,-0.657,0.000,0.000,0.437,0.382,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.973,0.807,0.000,0.000,-0.973,-0.807,0.000,0.000,0.508,0.445,sadness
Manipulative,emotion_modulated,8,Player flatters NPC excessively (turn 8),Friendly,1.000,0.826,0.000,0.000,-1.000,-0.826,0.000,0.000,0.522,0.457,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,0.976,0.000,0.000,-1.000,-0.976,0.000,0.000,0.565,0.494,sadness
Manipulative,emotion_modulated,9,Player flatters NPC excessively (turn 9),Friendly,1.000,0.978,0.000,0.000,-1.000,-0.978,0.000,0.000,0.565,0.495,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,10,Player flatters NPC excessively (turn 10),Friendly,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,11,Player asks for small favors (turn 11),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,12,Player asks for small favors (turn 12),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,13,Player asks for small favors (turn 13),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,14,Player asks for small favors (turn 14),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,15,Player asks for small favors (turn 15),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,16,Player asks for small favors (turn 16),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,17,Player asks for small favors (turn 17),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,18,Player asks for small favors (turn 18),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
Manipulative,emotion_modulated,19,Player asks for small favors (turn 19),Request,0.900,0.950,0.000,0.000,-0.900,-0.950,0.000,0.000,0.529,0.463,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,0.000,-1.000,-1.000,0.000,0.000,0.571,0.500,disgust
